surface_text,book,chapter,verse,clause_atom,predicate,reference,participant,actor,slots,func,compound,otype
M->RY MYRJM,Leviticus,19,36,528461,JY>,MN >RY MYRJM,>RY MYRJM,>RY MYRJM,64377 64378 64379,Compl1,979 980,944079
MYRJM,Leviticus,19,36,528461,JY>,MYRJM,MYRJM,MYRJM,64379,#NAVN?,980,1317595
CMRTM,Leviticus,19,37,528462,CMR,CMR,2pm=,BN JFR>L,64381,VbPred,981,944081
>T KL XQTJ W->T KL MCPVJ,Leviticus,19,37,528462,CMR,>T KL XQH+S W >T KL MCPV+S,3pm=XQH+S MCPV+>NJ,XQH JHWH MCPV JHWH,64382 64383 64384 64385 64386 64387 64388,Obj1,982 983 984 985 986,944082
XQTJ,Leviticus,19,37,528462,CMR,XQH+110,0pf=XQH+>NJ,XQH JHWH,64384,#NAVN?,983 984,1317597
sfx:J,Leviticus,19,37,528462,CMR,sfx,1sc=>NJ,JHWH,64384,#NAVN?,984,64384
MCPVJ,Leviticus,19,37,528462,CMR,MCPV+110,...,MCPV JHWH,64388,#NAVN?,985 986,1317600
sfx:J,Leviticus,19,37,528462,CMR,sfx,1sc=>NJ,JHWH,64388,#NAVN?,986,64388
<FJTM,Leviticus,19,37,528463,<FH,<FH,2pm=,BN JFR>L,64390,VbPred,987,944084
sfx:M,Leviticus,19,37,528463,<FH,sfx,3pm=XQH+S MCPV+>NJ,XQH JHWH MCPV JHWH,64391,Obj1,988,64391
>NJ,Leviticus,19,37,528464,....,>NJ,1sc=>NJ,JHWH,64392,Subj,989,944086
JHWH,Leviticus,19,37,528464,....,JHWH,3sm=JHWH,JHWH,64393,PrCompl,990,944087
JDBR,Leviticus,20,1,528465,DBR,DBR,3sm=JHWH,JHWH,64395,VbPred,991,944089
JHWH,Leviticus,20,1,528465,DBR,JHWH,3sm=JHWH,JHWH,64396,Subj,992,944090
>L MCH,Leviticus,20,1,528465,DBR,>L MCH,0sm=MCH,MCH,64397 64398,Compl1,993,944091
L->MR,Leviticus,20,1,528466,>MR,L >MR,3sm=JHWH,JHWH,64399 64400,VbPred,994,944092
>L BNJ JFR>L,Leviticus,20,2,528467,>MR,>L BN JFR>L,0pm=BN JFR>L,BN JFR>L,64402 64403 64404,Compl1,995 996,944094
JFR>L,Leviticus,20,2,528467,>MR,JFR>L,JFR>L,JFR>L,64404,#NAVN?,996,1317603
T>MR,Leviticus,20,2,528467,>MR,>MR,2sm=,MCH,64405,VbPred,997,944095
>JC,Leviticus,20,2,528468,....,>JC,3sm=>JC,>JC,64406,Subj,998,944096
>JC,Leviticus,20,2,528468,....,>JC,3sm=>JC,>JC,64407,#NAVN?,999,944097
M-BNJ JFR>L W-MN H-GR,Leviticus,20,2,528468,....,MN BN JFR>L W MN H GR,...,...,64408 64409 64410 64411 64412 64413 64414,#NAVN?,1000 1001 1002 1003,...
M-BNJ JFR>L,Leviticus,20,2,528468,....,MN BN JFR>L,0pm=BN JFR>L,BN JFR>L,64408 64409 64410,#NAVN?,1001 1002,1317606
JFR>L,Leviticus,20,2,528468,....,JFR>L,JFR>L,JFR>L,64410,#NAVN?,1002,1317605
MN H-GR,Leviticus,20,2,528468,....,MN H GR,0sm=GR,GR,64412 64413 64414,#NAVN?,1003,1317607
GR,Leviticus,20,2,528469,....,GWR,0sm=GR,GR,64416,PrCompl,1004,944100
B-JFR>L,Leviticus,20,2,528469,....,B JFR>L,JFR>L,JFR>L,64417 64418,Compl1,1005,944101
JTN,Leviticus,20,2,528470,NTN,NTN,3sm=>JC,>JC,64420,VbPred,1006,944103
M-ZR<W,Leviticus,20,2,528470,NTN,MN ZR<+312,0sm=ZR<+>JC,ZR< >JC,64421 64422,Compl1,1007 1008,944104
sfx:W,Leviticus,20,2,528470,NTN,sfx,3sm=>JC,>JC,64422,#NAVN?,1008,64422
L--MLK,Leviticus,20,2,528470,NTN,L H MLK,0sm=MLK,MLK,64423 64424 64425,Compl2,1009,944105
JWMT,Leviticus,20,2,528471,MWT,MWT,3sm=>JC,>JC,64427,VbPred,1010,944107
<M H->RY,Leviticus,20,2,528472,RGM,<M H >RY,3pm=<M >RY,<M >RY,64428 64429 64430,Subj,1011 1012,944108
H->RY,Leviticus,20,2,528472,RGM,H >RY,3sf=>RY,>RY,64429 64430,#NAVN?,1012,1317609
JRGMHW,Leviticus,20,2,528472,RGM,RGM,3pm=<M >RY,<M >RY,64431,VbPred,1013 1014,944109
sfx:HW,Leviticus,20,2,528472,RGM,sfx,3sm=>JC,>JC,64431,Obj1,1014,64431
B-->BN,Leviticus,20,2,528472,RGM,B H >BN,0sf=>BN,>BN,64432 64433 64434,Compl1,1015,944110
>NJ,Leviticus,20,3,528473,NTN,>NJ,1sm=>NJ,JHWH,64436,Subj,1016,944112
>TN,Leviticus,20,3,528473,NTN,NTN,1sm=>NJ,JHWH,64437,VbPred,1017,944113
>T PNJ,Leviticus,20,3,528473,NTN,>T PNH+110,...,PNH JHWH,64438 64439,Obj1,1018 1019,944114
sfx:J,Leviticus,20,3,528473,NTN,sfx,1sm=>NJ,JHWH,64439,#NAVN?,1019,64439
B-->JC H-HW>,Leviticus,20,3,528473,NTN,B H >JC H HW>,3sm=>JC,>JC,64440 64441 64442 64443 64444,Compl1,1020,944115
HKRTJ,Leviticus,20,3,528474,KRT,KRT,1sm=>NJ,JHWH,64446,VbPred,1021,944117
sfx:W,Leviticus,20,3,528474,KRT,sfx,3sm=>JC,>JC,64447,Obj1,1022,64447
M-QRB <MW,Leviticus,20,3,528474,KRT,MN QRB <M+S,...,...,64448 64449 64450,Compl1,1023 1024 1025,...
<MW,Leviticus,20,3,528474,KRT,<M+312,...,...,64450,#NAVN?,1024 1025,...
sfx:W,Leviticus,20,3,528474,KRT,sfx,3sm=>JC,>JC,64450,#NAVN?,1025,64450
M-ZR<W,Leviticus,20,3,528475,NTN,MN ZR<+312,0sm=ZR<+>JC,ZR< >JC,64452 64453,Compl1,1026 1027,944121
sfx:W,Leviticus,20,3,528475,NTN,sfx,3sm=>JC,>JC,64453,#NAVN?,1027,64453
NTN,Leviticus,20,3,528475,NTN,NTN,3sm=>JC,>JC,64454,VbPred,1028,944122
L--MLK,Leviticus,20,3,528475,NTN,L H MLK,0sm=MLK,MLK,64455 64456 64457,Compl2,1029,944123
LM<N VM>,Leviticus,20,3,528476,LM<N VM,LM<N VM>,3sm=>JC,>JC,64458 64459,VbPred,1030,944124
>T MQDCJ,Leviticus,20,3,528476,LM<N VM,>T MQDC+110,...,...,64460 64461,Obj1,1031 1032,...
sfx:J,Leviticus,20,3,528476,LM<N VM,sfx,1sm=>NJ,JHWH,64461,#NAVN?,1032,64461
L-XLL,Leviticus,20,3,528477,XLL,L XLL,3sm=>JC,>JC,64463 64464,VbPred,1033,944127
>T CM QDCJ,Leviticus,20,3,528477,XLL,>T CM QDC+S,...,...,64465 64466 64467,Obj1,1034 1035 1036,...
QDCJ,Leviticus,20,3,528477,XLL,QDC+110,...,...,64467,#NAVN?,1035 1036,...
sfx:J,Leviticus,20,3,528477,XLL,sfx,1sm=>NJ,JHWH,64467,#NAVN?,1036,64467
J<LJMW,Leviticus,20,4,528478,<LM,<LM,3pm=<M >RY,<M >RY,64471,VbPred,1037,944132
<M H->RY,Leviticus,20,4,528478,<LM,<M H >RY,3pm=<M >RY,<M >RY,64472 64473 64474,Subj,1038 1039,944133
H->RY,Leviticus,20,4,528478,<LM,H >RY,3sf=>RY,>RY,64473 64474,#NAVN?,1039,1317617
>T <JNJHM,Leviticus,20,4,528478,<LM,>T <JN+332,...,...,64475 64476,Obj1,1040 1041,...
sfx:HM,Leviticus,20,4,528478,<LM,sfx,3pm=<M >RY,<M >RY,64476,#NAVN?,1041,64476
MN H->JC H-HW>,Leviticus,20,4,528478,<LM,MN H >JC H HW>,3sm=>JC,>JC,64477 64478 64479 64480 64481,Compl1,1042,944135
B-TTW,Leviticus,20,4,528479,NTN,B NTN,3sm=>JC,>JC,64482 64483,VbPred,1043 1044,944136
sfx:W,Leviticus,20,4,528479,NTN,sfx,3sm=>JC,>JC,64483,Subj,1044,64483
M-ZR<W,Leviticus,20,4,528479,NTN,MN ZR<+312,0sm=ZR<+>JC,ZR< >JC,64484 64485,Compl1,1045 1046,944137
sfx:W,Leviticus,20,4,528479,NTN,sfx,3sm=>JC,>JC,64485,#NAVN?,1046,64485
L--MLK,Leviticus,20,4,528479,NTN,L H MLK,0sm=MLK,MLK,64486 64487 64488,Compl2,1047,944138
L-BLTJ HMJT,Leviticus,20,4,528480,L BLT M,L BLT MWT,3pm=<M >RY,<M >RY,64489 64490 64491,VbPred,1048,944139
sfx:W,Leviticus,20,4,528480,L BLT M,sfx,3sm=>JC,>JC,64492,Obj1,1049,64492
FMTJ,Leviticus,20,5,528481,FJM,FJM,1sm=>NJ,JHWH,64494,VbPred,1050,944142
>NJ,Leviticus,20,5,528481,FJM,>NJ,1sm=>NJ,JHWH,64495,Subj,1051,944143
>T PNJ,Leviticus,20,5,528481,FJM,>T PNH+110,...,PNH JHWH,64496 64497,Obj1,1052 1053,944144
sfx:J,Leviticus,20,5,528481,FJM,sfx,1sm=>NJ,JHWH,64497,#NAVN?,1053,64497
B-->JC H-HW> W-B-MCPXTW,Leviticus,20,5,528481,FJM,B H >JC H HW> W B MCPXT+S,...,...,64498 64499 64500 64501 64502 64503 64504 64505,Compl1,1054 1055 1056 1057,...
B-->JC H-HW>,Leviticus,20,5,528481,FJM,B H >JC H HW>,3sm=>JC,>JC,64498 64499 64500 64501 64502,#NAVN?,1055,1317622
B-MCPXTW,Leviticus,20,5,528481,FJM,B MCPXT+312,...,...,64504 64505,#NAVN?,1056 1057,...
sfx:W,Leviticus,20,5,528481,FJM,sfx,3sm=>JC,>JC,64505,#NAVN?,1057,64505
HKRTJ,Leviticus,20,5,528482,KRT,KRT,1sm=>NJ,JHWH,64507,VbPred,1058,944147
>TW W->T KL,Leviticus,20,5,528482,KRT,>T W >T KL,...,...,64508 64509 64510 64511,Obj1,1059 1060 1061 1062,...
>TW,Leviticus,20,5,528482,KRT,>T,...,...,64508,#NAVN?,1060 1061,...
sfx:W,Leviticus,20,5,528482,KRT,sfx,3sm=>JC,>JC,64508,#NAVN?,1061,64508
>T KL,Leviticus,20,5,528482,KRT,>T KL,3pm=,ZNH,64510 64511,#NAVN?,1062,1317625
ZNJM,Leviticus,20,5,528483,....,ZNH,0pm=ZNH,ZNH,64513,PrCompl,1063,944150
sfx:W,Leviticus,20,5,528483,....,sfx,3sm=>JC,>JC,64514,Compl1,1064,64514
L-ZNWT,Leviticus,20,5,528484,ZNH,L ZNH,0pm=ZNH,ZNH,64515 64516,VbPred,1065,944152
>XRJ H-MLK,Leviticus,20,5,528484,ZNH,>XR H MLK,0sm=MLK,MLK,64517 64518 64519,Compl1,1066,944153
M-QRB <MM,Leviticus,20,5,528485,....,MN QRB <M+S,...,...,64520 64521 64522,Compl1,1067 1068 1069,...
<MM,Leviticus,20,5,528485,....,<M+332,...,...,64522,#NAVN?,1068 1069,...
sfx:M,Leviticus,20,5,528485,....,sfx,3pm=,ZNH,64522,#NAVN?,1069,64522
H-NPC,Leviticus,20,6,528486,....,H NPC,3sf=NPC,NPC,64524 64525,572,1070,944156
TPNH,Leviticus,20,6,528487,PNH,PNH,3sf=NPC,NPC,64527,VbPred,1071,944158
>L H->BT W->L H-JD<NJM,Leviticus,20,6,528487,PNH,>L H >WB W >L H JD<NJ,3pm=>WB JD<NJ,>WB JD<NJ,64528 64529 64530 64531 64532 64533 64534,Compl1,1072 1073 1074,944159
>L H->BT,Leviticus,20,6,528487,PNH,>L H >WB,...,...,64528 64529 64530,#NAVN?,1073,...
>L H-JD<NJM,Leviticus,20,6,528487,PNH,>L H JD<NJ,...,...,64532 64533 64534,#NAVN?,1074,...
L-ZNWT,Leviticus,20,6,528488,ZNH,L ZNH,3sf=NPC,NPC,64535 64536,VbPred,1075,944160
sfx:HM,Leviticus,20,6,528488,ZNH,sfx,3pm=>WB JD<NJ,>WB JD<NJ,64537,Compl1,1076,64537
NTTJ,Leviticus,20,6,528489,NTN,NTN,1sm=>NJ,JHWH,64539,VbPred,1077,944163
>T PNJ,Leviticus,20,6,528489,NTN,>T PNH+110,...,PNH JHWH,64540 64541,Obj1,1078 1079,944164
sfx:J,Leviticus,20,6,528489,NTN,sfx,1sm=>NJ,JHWH,64541,#NAVN?,1079,64541
B--NPC H-HW>,Leviticus,20,6,528489,NTN,B H NPC H HJ>,3sf=NPC,NPC,64542 64543 64544 64545 64546,Compl1,1080,944165
HKRTJ,Leviticus,20,6,528490,KRT,KRT,1sm=>NJ,JHWH,64548,VbPred,1081,944167
sfx:W,Leviticus,20,6,528490,KRT,sfx,3sf=NPC,NPC,64549,Obj1,1082,64549
M-QRB <MW,Leviticus,20,6,528490,KRT,MN QRB <M+S,...,...,64550 64551 64552,Compl1,1083 1084 1085,...
<MW,Leviticus,20,6,528490,KRT,<M+312,...,...,64552,#NAVN?,1084 1085,...
sfx:W,Leviticus,20,6,528490,KRT,sfx,3sf=NPC,NPC,64552,#NAVN?,1085,64552
HTQDCTM,Leviticus,20,7,528491,QDC,QDC,2pm=,BN JFR>L,64554,VbPred,1086,944171
HJJTM,Leviticus,20,7,528492,HJH,HJH,2pm=,BN JFR>L,64556,VbPred,1087,944173
QDCJM,Leviticus,20,7,528492,HJH,QDWC,0pm=,BN JFR>L,64557,PrCompl,1088,944174
>NJ,Leviticus,20,7,528493,....,>NJ,1sm=>NJ,JHWH,64559,Subj,1089,944176
JHWH,Leviticus,20,7,528493,....,JHWH,0sm=JHWH,JHWH,64560,PrCompl,1090,944177
>LHJKM,Leviticus,20,7,528493,....,>LHJM+232,"0pm=>LHJM+2pm""YOUPlmas""",JHWH,64561,#NAVN?,1091 1092,944178
sfx:KM,Leviticus,20,7,528493,....,sfx,2pm=,BN JFR>L,64561,#NAVN?,1092,64561
CMRTM,Leviticus,20,8,528494,CMR,CMR,2pm=,BN JFR>L,64563,VbPred,1093,944180
>T XQTJ,Leviticus,20,8,528494,CMR,>T XQH+110,3pf=XQH+>NJ,XQH JHWH,64564 64565,Obj1,1094 1095,944181
sfx:J,Leviticus,20,8,528494,CMR,sfx,1sm=>NJ,JHWH,64565,#NAVN?,1095,64565
<FJTM,Leviticus,20,8,528495,<FH,<FH,2pm=,BN JFR>L,64567,VbPred,1096,944183
sfx:M,Leviticus,20,8,528495,<FH,sfx,3pf=XQH+>NJ,XQH JHWH,64568,Obj1,1097,64568
>NJ,Leviticus,20,8,528496,....,>NJ,1sm=>NJ,JHWH,64569,Subj,1098,944185
JHWH,Leviticus,20,8,528496,....,JHWH,0sm=JHWH,JHWH,64570,PrCompl,1099,944186
MQDCKM,Leviticus,20,8,528497,....,QDC,0sm=JHWH,JHWH,64571,534,1100 1101,944187
sfx:KM,Leviticus,20,8,528497,....,sfx,2pm=,BN JFR>L,64571,Obj1,1101,64571
>JC,Leviticus,20,9,528498,....,>JC,3sm=>JC,>JC,64573,Subj,1102,944189
>JC,Leviticus,20,9,528498,....,>JC,3sm=>JC,>JC,64574,#NAVN?,1103,944190
JQLL,Leviticus,20,9,528499,QLL,QLL,3sm=>JC,>JC,64576,VbPred,1104,944192
>T >BJW W->T >MW,Leviticus,20,9,528499,QLL,>T >B+S W >T >M+S,0sm=>B+S >M+>JC,>B >JC >M >JC,64577 64578 64579 64580 64581,Obj1,1105 1106 1107 1108 1109,944193
>T >BJW,Leviticus,20,9,528499,QLL,>T >B+312,0sm=>B+>JC,>B >JC,64577 64578,#NAVN?,1106 1107,1317634
sfx:W,Leviticus,20,9,528499,QLL,sfx,3sm=>JC,>JC,64578,#NAVN?,1107,64578
>T >MW,Leviticus,20,9,528499,QLL,>T >M+312,0sf=>M+>JC,>M >JC,64580 64581,#NAVN?,1108 1109,1317635
sfx:W,Leviticus,20,9,528499,QLL,sfx,3sm=>JC,>JC,64581,#NAVN?,1109,64581
JWMT,Leviticus,20,9,528500,MWT,MWT,3sm=>JC,>JC,64583,VbPred,1110,944195
>BJW W->MW,Leviticus,20,9,528501,QLL,>B+S W >M+S,0sm=>B+S >M+>JC,>B >JC >M >JC,64584 64585 64586,Obj1,1111 1112 1113 1114 1115,944196
>BJW,Leviticus,20,9,528501,QLL,>B+312,0sm=>B+>JC,>B >JC,64584,#NAVN?,1112 1113,1317636
sfx:W,Leviticus,20,9,528501,QLL,sfx,3sm=>JC,>JC,64584,#NAVN?,1113,64584
>MW,Leviticus,20,9,528501,QLL,>M+312,0sf=>M+>JC,>M >JC,64586,#NAVN?,1114 1115,1317637
sfx:W,Leviticus,20,9,528501,QLL,sfx,3sm=>JC,>JC,64586,#NAVN?,1115,64586
QLL,Leviticus,20,9,528501,QLL,QLL,3sm=>JC,>JC,64587,VbPred,1116,944197
DMJW,Leviticus,20,9,528502,....,DM+312,...,...,64588,Subj,1117 1118,...
sfx:W,Leviticus,20,9,528502,....,sfx,3sm=>JC,>JC,64588,#NAVN?,1118,64588
sfx:W,Leviticus,20,9,528502,....,sfx,3sm=>JC,>JC,64589,PrCompl,1119,64589
>JC,Leviticus,20,10,528503,....,>JC,3sm=>JC,>JC,64591,572,1120,944201
JN>P,Leviticus,20,10,528504,N>P,N>P,3sm=>JC,>JC,64593,VbPred,1121,944203
>T >CT >JC,Leviticus,20,10,528504,N>P,>T >CH >JC,0sf=>CH >JC,>CH >JC,64594 64595 64596,Obj1,1122 1123,944204
>JC,Leviticus,20,10,528504,N>P,>JC,...,...,64596,#NAVN?,1123,...
JN>P,Leviticus,20,10,528505,N>P,N>P,3sm=>JC,>JC,64598,VbPred,1124,944206
>T >CT R<HW,Leviticus,20,10,528505,N>P,>T >CH R<+S,0sf=>CH >JC,>CH R> >JC,64599 64600 64601,Obj1,1125 1126 1127,944207
R<HW,Leviticus,20,10,528505,N>P,R<+312,...,...,64601,#NAVN?,1126 1127,...
sfx:W,Leviticus,20,10,528505,N>P,sfx,3sm=>JC,>JC,64601,#NAVN?,1127,64601
JWMT,Leviticus,20,10,528506,MWT,MWT,3sm=N>P N>P,N>P N>P,64603,VbPred,1128,944209
H-N>P W-H-N>PT,Leviticus,20,10,528506,MWT,H N>P W H N>P,3sm=N>P N>P,N>P N>P,64604 64605 64606 64607 64608,Subj,1129 1130 1131,944210
H-N>P,Leviticus,20,10,528506,MWT,H N>P,...,...,64604 64605,#NAVN?,1130,...
H-N>PT,Leviticus,20,10,528506,MWT,H N>P,...,...,64607 64608,#NAVN?,1131,...
>JC,Leviticus,20,11,528507,....,>JC,3pm=>JC,>JC,64610,Subj,1132,944212
JCKB,Leviticus,20,11,528508,CKB,CKB,3pm=>JC,>JC,64612,VbPred,1133,944214
>T >CT >BJW,Leviticus,20,11,528508,CKB,>T >CH >B+S,...,...,64613 64614 64615,Compl1,1134 1135 1136,...
>BJW,Leviticus,20,11,528508,CKB,>B+312,0sm=>B+>JC,>B >JC,64615,#NAVN?,1135 1136,1317645
sfx:W,Leviticus,20,11,528508,CKB,sfx,3pm=>JC,>JC,64615,#NAVN?,1136,64615
<RWT >BJW,Leviticus,20,11,528509,GLH,<RWH >B+S,...,...,64616 64617,Obj1,1137 1138 1139,...
>BJW,Leviticus,20,11,528509,GLH,>B+312,0sm=>B+>JC,>B >JC,64617,#NAVN?,1138 1139,1317647
sfx:W,Leviticus,20,11,528509,GLH,sfx,3pm=>JC,>JC,64617,#NAVN?,1139,64617
GLH,Leviticus,20,11,528509,GLH,GLH,3pm=>JC,>JC,64618,VbPred,1140,944217
JWMTW,Leviticus,20,11,528510,MWT,MWT,3pm=CNJM+>JC,CNJM >JC >CH >B >JC,64620,VbPred,1141,944219
CNJHM,Leviticus,20,11,528510,MWT,CNJM+332,3pm=CNJM+>JC,CNJM >JC >CH >B >JC,64621,Subj,1142 1143,944220
sfx:HM,Leviticus,20,11,528510,MWT,sfx,3pm=>JC,>JC >CH >B >JC,64621,#NAVN?,1143,64621
DMJHM,Leviticus,20,11,528511,....,DM+332,...,...,64622,Subj,1144 1145,...
sfx:HM,Leviticus,20,11,528511,....,sfx,3pm=>JC,CNJM >JC >CH >B >JC,64622,#NAVN?,1145,64622
sfx:M,Leviticus,20,11,528511,....,sfx,3pm=>JC,CNJM >JC >CH >B >JC,64623,PrCompl,1146,64623
>JC,Leviticus,20,12,528512,....,>JC,3pm=>JC,>JC,64625,572,1147,944224
JCKB,Leviticus,20,12,528513,CKB,CKB,3pm=>JC,>JC,64627,VbPred,1148,944226
>T KLTW,Leviticus,20,12,528513,CKB,>T KLH+312,...,KLH >JC,64628 64629,Compl1,1149 1150,944227
sfx:W,Leviticus,20,12,528513,CKB,sfx,3pm=>JC,>JC,64629,#NAVN?,1150,64629
JWMTW,Leviticus,20,12,528514,MWT,MWT,3pm=>JC,CNJM >JC KLH >JC,64631,VbPred,1151,944229
CNJHM,Leviticus,20,12,528514,MWT,CNJM+332,CNJM+>JC,CNJM >JC KLH >JC,64632,Subj,1152 1153,944230
sfx:HM,Leviticus,20,12,528514,MWT,sfx,3pm=>JC,>JC KLH >JC,64632,#NAVN?,1153,64632
TBL,Leviticus,20,12,528515,<FH,TBL,...,...,64633,Obj1,1154,...
<FW,Leviticus,20,12,528515,<FH,<FH,3pm=>JC,CNJM >JC KLH >JC,64634,VbPred,1155,944232
DMJHM,Leviticus,20,12,528516,....,DM+332,...,...,64635,Subj,1156 1157,...
sfx:HM,Leviticus,20,12,528516,....,sfx,3pm=>JC,CNJM >JC KLH >JC,64635,#NAVN?,1157,64635
sfx:M,Leviticus,20,12,528516,....,sfx,3pm=>JC,CNJM >JC KLH >JC,64636,PrCompl,1158,64636
>JC,Leviticus,20,13,528517,....,>JC,CNJM+>JC,>JC,64638,572,1159,944236
JCKB,Leviticus,20,13,528518,CKB,CKB,CNJM+>JC,>JC,64640,VbPred,1160,944238
>T ZKR,Leviticus,20,13,528518,CKB,>T ZKR,...,ZKR,64641 64642,Compl1,1161,944239
MCKBJ >CH,Leviticus,20,13,528518,CKB,MCKB >CH,...,...,64643 64644,Obj1,1162 1163,...
>CH,Leviticus,20,13,528518,CKB,>CH,3sf=>CH,>CH,64644,#NAVN?,1163,1317649
TW<BH,Leviticus,20,13,528519,<FH,TW<BH,...,...,64645,Obj1,1164,...
<FW,Leviticus,20,13,528519,<FH,<FH,"3pm=CNJM+3pm""THEYmas""",CNJM >JC ZKR,64646,VbPred,1165,944242
CNJHM,Leviticus,20,13,528519,<FH,CNJM+332,"3pm=CNJM+3pm""THEYmas""",CNJM >JC ZKR,64647,Subj,1166 1167,944243
sfx:HM,Leviticus,20,13,528519,<FH,sfx,3pm=,>JC ZKR,64647,#NAVN?,1167,64647
JWMTW,Leviticus,20,13,528520,MWT,MWT,"3pm=CNJM+3pm""THEYmas""",CNJM >JC ZKR,64649,VbPred,1168,944245
DMJHM,Leviticus,20,13,528521,....,DM+332,...,...,64650,Subj,1169 1170,...
sfx:HM,Leviticus,20,13,528521,....,sfx,"3pm=CNJM+3pm""THEYmas""",CNJM >JC ZKR,64650,#NAVN?,1170,64650
sfx:M,Leviticus,20,13,528521,....,sfx,"3pm=CNJM+3pm""THEYmas""",CNJM >JC ZKR,64651,PrCompl,1171,64651
>JC,Leviticus,20,14,528522,....,>JC,3sm=>JC,>JC,64653,572,1172,944249
JQX,Leviticus,20,14,528523,LQX,LQX,3sm=>JC,>JC,64655,VbPred,1173,944251
>T >CH W->T >MH,Leviticus,20,14,528523,LQX,>T >CH W >T >M+S,3pf=>CH >M+>CH,>CH >M >CH,64656 64657 64658 64659 64660,Obj1,1174 1175 1176 1177,944252
>T >CH,Leviticus,20,14,528523,LQX,>T >CH,3sf=>CH,>CH,64656 64657,#NAVN?,1175,1317650
>T >MH,Leviticus,20,14,528523,LQX,>T >M+311,...,...,64659 64660,#NAVN?,1176 1177,...
sfx:H,Leviticus,20,14,528523,LQX,sfx,3sf=>CH,>CH,64660,#NAVN?,1177,64660
ZMH,Leviticus,20,14,528524,....,ZMH,3sf=>CH,ZMH,64661,PrCompl,1178,944253
HW>,Leviticus,20,14,528524,....,HJ>,3sf=>CH,ZMH,64662,Subj,1179,944254
B-->C,Leviticus,20,14,528525,FRP,B H >C,...,...,64663 64664 64665,Compl1,1180,...
JFRPW,Leviticus,20,14,528525,FRP,FRP,3pm=FRP,FRP,64666,VbPred,1181,944256
>TW W->THN,Leviticus,20,14,528525,FRP,>T W >T,...,>JC >CH >M >CH,64667 64668 64669,Obj1,1182 1183 1184 1185 1186,944257
>TW,Leviticus,20,14,528525,FRP,>T,...,...,64667,#NAVN?,1183 1184,...
sfx:W,Leviticus,20,14,528525,FRP,sfx,3sm=>JC,>JC,64667,#NAVN?,1184,64667
>THN,Leviticus,20,14,528525,FRP,>T,...,...,64669,#NAVN?,1185 1186,...
sfx:N,Leviticus,20,14,528525,FRP,sfx,3pf=>CH >M+>CH,>CH >M >CH,64669,#NAVN?,1186,64669
THJH,Leviticus,20,14,528526,HJH,HJH,3sf=>CH,ZMH,64672,VbPred,1187,944260
ZMH,Leviticus,20,14,528526,HJH,ZMH,3sf=>CH,ZMH,64673,Subj,1188,944261
B-TWKKM,Leviticus,20,14,528526,HJH,B TWK+232,...,ZMH,64674 64675,PrCompl,1189 1190,944262
sfx:KM,Leviticus,20,14,528526,HJH,sfx,2pm=,BN JFR>L,64675,#NAVN?,1190,64675
>JC,Leviticus,20,15,528527,....,>JC,3sm=>JC,>JC,64677,Subj,1191,944264
JTN,Leviticus,20,15,528528,NTN,NTN,3sm=>JC,>JC,64679,VbPred,1192,944266
CKBTW,Leviticus,20,15,528528,NTN,CKBT+312,...,...,64680,Obj1,1193 1194,...
sfx:W,Leviticus,20,15,528528,NTN,sfx,3sm=>JC,>JC,64680,#NAVN?,1194,64680
B-BHMH,Leviticus,20,15,528528,NTN,B BHMH,3sf=BHMH,BHMH,64681 64682,Compl1,1195,944268
JWMT,Leviticus,20,15,528529,MWT,MWT,3sm=MWT,>JC,64684,VbPred,1196,944270
>T H-BHMH,Leviticus,20,15,528530,HRG,>T H BHMH,3sf=BHMH,BHMH,64686 64687 64688,Obj1,1197,944272
THRGW,Leviticus,20,15,528530,HRG,HRG,2pm=,BN JFR>L,64689,VbPred,1198,944273
>CH,Leviticus,20,16,528531,....,>CH,3sf=>CH,>CH,64691,572,1199,944275
TQRB,Leviticus,20,16,528532,QRB,QRB,3sf=>CH,>CH,64693,VbPred,1200,944277
BHMH,Leviticus,20,16,528532,QRB,BHMH,3sf=BHMH,BHMH,64696,Compl1,1201,1317655
L-RB<H,Leviticus,20,16,528533,L RB<,L RB<,3sf=>CH,>CH,64697 64698,VbPred,1202,944279
sfx:H,Leviticus,20,16,528533,L RB<,sfx,3sf=BHMH,BHMH,64699,Obj1,1203,64699
HRGT,Leviticus,20,16,528534,HRG,HRG,2sm=,"2sm""YOUSgmas""",64701,VbPred,1204,944282
>T H->CH W->T H-BHMH,Leviticus,20,16,528534,HRG,>T H >CH W >T H BHMH,3pf=>CH BHMH,>CH BHMH,64702 64703 64704 64705 64706 64707 64708,Obj1,1205 1206 1207,944283
>T H->CH,Leviticus,20,16,528534,HRG,>T H >CH,3sf=>CH,>CH,64702 64703 64704,#NAVN?,1206,1317656
>T H-BHMH,Leviticus,20,16,528534,HRG,>T H BHMH,3sf=BHMH,BHMH,64706 64707 64708,#NAVN?,1207,1317657
JWMTW,Leviticus,20,16,528535,MWT,MWT,3pf=>CH BHMH,>CH BHMH,64710,VbPred,1208,944285
DMJHM,Leviticus,20,16,528536,....,DM+332,...,...,64711,Subj,1209 1210,...
sfx:HM,Leviticus,20,16,528536,....,sfx,3pf=>CH BHMH,>CH BHMH,64711,#NAVN?,1210,64711
